"";"source";"target"
"212";705725394;"1618047626"
"213";705725394;"41564971"
"214";705725394;"2602933459"
"215";705725394;"2826951093"
"216";705725394;"46597022"
"217";705725394;"1005927734"
"218";705725394;"24349934"
"219";705725394;"1495018194"
"220";705725394;"2317020848"
"221";705725394;"2400325105"
"222";705725394;"2797961052"
"223";705725394;"859709815"
"224";705725394;"306207887"
"225";705725394;"2240996904"
"226";705725394;"334045806"
"227";705725394;"33619688"
"228";705725394;"1451600246"
"229";705725394;"53437516"
"230";705725394;"302730142"
"231";705725394;"2495968004"
"232";705725394;"2493822368"
"233";705725394;"458823879"
"234";705725394;"2364114630"
"235";705725394;"581622122"
"236";705725394;"21872733"
"237";705725394;"2357814896"
"238";705725394;"2317159435"
"239";705725394;"8439332"
"240";705725394;"2343354775"
"241";705725394;"29697242"
"242";705725394;"552659433"
"243";705725394;"109262371"
"244";705725394;"44662054"
"245";705725394;"2349953995"
"246";705725394;"2338354994"
"247";705725394;"2317230632"
"248";705725394;"163779226"
"249";705725394;"381101492"
"250";705725394;"924092036"
"251";705725394;"113585977"
"252";705725394;"21191338"
"253";705725394;"2192893283"
"254";705725394;"312751265"
"255";705725394;"1719897254"
"256";705725394;"14279577"
"257";705725394;"36133582"
"258";705725394;"11429542"
"259";705725394;"17684094"
"260";705725394;"538118816"
"261";705725394;"274482049"
"262";3198733163;"1454822709532233728"
"263";3198733163;"35932716"
"264";3198733163;"1396473289711636482"
"265";3198733163;"117589511"
"266";3198733163;"1425094412179230722"
"267";3198733163;"1438893930884571142"
"268";3198733163;"1219496239839842305"
"269";3198733163;"456402225"
"270";3198733163;"121158213"
"271";3198733163;"787028509"
"272";3198733163;"746426602037317632"
"273";3198733163;"1248663336742465536"
"274";3198733163;"390113548"
"275";3198733163;"1196953687794626562"
"276";3198733163;"1050465328881373184"
"277";3198733163;"1101578422793334784"
"278";3198733163;"3108407847"
"279";3198733163;"990950515"
"280";3198733163;"748189026474070020"
"281";3198733163;"259004129"
"282";3198733163;"4864780251"
"283";3198733163;"159636220"
"284";3198733163;"21778276"
"285";3198733163;"985944648412573696"
"286";3198733163;"2822266518"
"287";3198733163;"156345911"
"288";3198733163;"902562028568621056"
"289";3198733163;"111306912"
"290";3198733163;"2398435854"
"291";3198733163;"888239122191704064"
"292";3198733163;"2930532312"
"293";3198733163;"46050002"
"294";3198733163;"42976381"
"295";3198733163;"90674370"
"296";3198733163;"3232609920"
"297";3198733163;"3030517258"
"298";3198733163;"2174661913"
"299";3198733163;"348101064"
"300";3198733163;"890576401"
"301";3198733163;"944012094"
"302";3198733163;"4783987466"
"303";3198733163;"3808570274"
"304";3198733163;"18987780"
"305";3198733163;"2209314398"
"306";3198733163;"2959107820"
"307";3198733163;"891961087"
"308";3198733163;"913169930"
"309";3198733163;"21614614"
"310";3198733163;"2329292167"
"311";3198733163;"715405552709279744"
"312";3198733163;"1857584844"
"313";3198733163;"4030117393"
"314";3198733163;"2914241387"
"315";3198733163;"3261826578"
"316";3198733163;"3297967315"
"317";3198733163;"3403874457"
"318";3198733163;"3002821026"
"319";411240061;"2311788807"
"320";411240061;"4165296159"
"321";411240061;"1683764816"
"322";411240061;"1354223233978032130"
"323";411240061;"758117865673351169"
"324";411240061;"1483246844104822785"
"325";411240061;"114574883"
"326";411240061;"1573232403023282176"
"327";411240061;"1570507107803226112"
"328";411240061;"21332655"
"329";411240061;"941972376383758336"
"330";411240061;"941627105783185408"
"331";411240061;"1356218404798033921"
"332";411240061;"1077318743628234753"
"333";411240061;"1376593700344770562"
"334";411240061;"844813136813211649"
"335";411240061;"816151407589851136"
"336";411240061;"384030858"
"337";411240061;"1267091298600787968"
"338";411240061;"1513413810547466243"
"339";411240061;"1572185666246647810"
"340";411240061;"3069201106"
"341";411240061;"258480167"
"342";411240061;"735021824"
"343";411240061;"59214911"
"344";411240061;"1565854462077534209"
"345";411240061;"392933765"
"346";411240061;"1457361686940241921"
"347";411240061;"38222589"
"348";411240061;"1395417768548356097"
"349";411240061;"1547496172595859457"
"350";411240061;"2616339811"
"351";411240061;"1567290711120150533"
"352";411240061;"1555488500878872579"
"353";411240061;"1489433730842521601"
"354";411240061;"1470941777691439108"
"355";411240061;"819188597186318336"
"356";411240061;"3114076999"
"357";411240061;"103898292"
"358";411240061;"709853"
"359";411240061;"1862141534"
"360";411240061;"1567671242227859460"
"361";411240061;"1311677612364828672"
"362";411240061;"54574509"
"363";411240061;"1531230021859393537"
"364";411240061;"234598105"
"365";411240061;"2845733158"
"366";411240061;"149931221"
"367";411240061;"345039449"
"368";411240061;"1227203259917619200"
"369";411240061;"1210358811602694149"
"370";411240061;"1167393984433590272"
"371";411240061;"989880621135745029"
"372";411240061;"839222449"
"373";411240061;"1056859105581662209"
"374";411240061;"66378895"
"375";411240061;"1472231384219627530"
"376";411240061;"176629154"
"377";411240061;"1525983896562814976"
"378";411240061;"912779124397064192"
"379";411240061;"1570060347922423809"
"380";411240061;"839646740697526272"
"381";411240061;"704791575570878465"
"382";411240061;"138407951"
"383";411240061;"223827870"
"384";411240061;"1517779701145632768"
"385";411240061;"1559258884543578117"
"386";411240061;"1476258123488940040"
"387";411240061;"2566824788"
"388";411240061;"1388162646759731206"
"389";411240061;"1099338145177497601"
"390";411240061;"514834262"
"391";411240061;"1341417078062948352"
"392";411240061;"1465377511743778817"
"393";411240061;"1472281049262702597"
"394";411240061;"1561428221513564161"
"395";411240061;"1399586332398166017"
"396";411240061;"1519911777991016448"
"397";411240061;"1242361405623410688"
"398";411240061;"1251490687725559809"
"399";411240061;"1099688795371257856"
"400";411240061;"1478464753638907905"
"401";411240061;"1180541377"
"402";411240061;"239261967"
"403";411240061;"26925008"
"404";411240061;"1379213020782542848"
"405";411240061;"1349499435886272513"
"406";411240061;"1275557406039138304"
"407";411240061;"968267526642782208"
"408";411240061;"1375932569208905729"
"409";411240061;"1562329963004473344"
"410";411240061;"551090778"
"411";411240061;"247523803"
"412";411240061;"136216526"
"413";411240061;"1246818806468665344"
"414";411240061;"55566326"
"415";411240061;"49467259"
"416";411240061;"943928528923516928"
"417";411240061;"1298660203999748097"
"418";411240061;"1372491868450226176"
"419";411240061;"91109834"
"420";411240061;"1030310129021804550"
"421";411240061;"1289424158300999680"
"422";411240061;"1523565611208613888"
"423";411240061;"1567607259869417474"
"424";411240061;"125785869"
"425";411240061;"193142496"
"426";411240061;"1523168847838162950"
"427";411240061;"14906115"
"428";411240061;"85385797"
"429";411240061;"263359936"
"430";411240061;"1402858099707318273"
"431";411240061;"992165453396049922"
"432";411240061;"1558160601062465536"
"433";411240061;"1339155562110586885"
"434";411240061;"720624114046619648"
"435";411240061;"2164597418"
"436";411240061;"1163004266"
"437";411240061;"1538965324992811011"
"438";411240061;"1563875433304977409"
"439";411240061;"780292093839220736"
"440";411240061;"1128748153228988417"
"441";411240061;"1352719222959386625"
"442";411240061;"1148128761474236416"
"443";411240061;"1490945271055863808"
"444";411240061;"132327889"
"445";411240061;"1159755818646016002"
"446";411240061;"2182357285"
"447";411240061;"19380198"
"448";411240061;"1344772032"
"449";411240061;"528787522"
"450";411240061;"1351278203457961986"
"451";411240061;"241577695"
"452";411240061;"1239118619285450753"
"453";411240061;"1333746504"
"454";411240061;"3001272125"
"455";411240061;"1103282134683287559"
"456";411240061;"1332734400887476227"
"457";411240061;"69467820"
"458";411240061;"881926358"
"459";411240061;"362105085"
"460";411240061;"1421098334"
"461";411240061;"365283857"
"462";411240061;"1564548659676684288"
"463";411240061;"347933087"
"464";411240061;"449305290"
"465";411240061;"449441163"
"466";411240061;"1437755583629778946"
"467";411240061;"1501339135210053635"
"468";411240061;"1276985153609445378"
"469";411240061;"2730434958"
"470";411240061;"1414226947354284038"
"471";411240061;"990278663139573761"
"472";411240061;"1549520471024181250"
"473";411240061;"909413947819696128"
"474";411240061;"3056761"
"475";411240061;"1559845616871739392"
"476";411240061;"629700971"
"477";411240061;"946854823202258945"
"478";411240061;"3316248054"
"479";411240061;"1404513454988447751"
"480";411240061;"1556508440687689728"
"481";411240061;"2447723174"
"482";411240061;"1204848363423850497"
"483";411240061;"1473656464866742278"
"484";411240061;"2573216979"
"485";411240061;"1561986865296977920"
"486";411240061;"1452998711777300491"
"487";411240061;"1220109607781257222"
"488";411240061;"1561671911939002369"
"489";411240061;"1466121919187628034"
"490";411240061;"1306747136403533824"
"491";411240061;"1223314183971909632"
"492";411240061;"1552123312561688576"
"493";411240061;"1358347689444966408"
"494";411240061;"1485147033795276803"
"495";411240061;"1502141509956775937"
"496";411240061;"2863087303"
"497";411240061;"137154920"
"498";411240061;"19571580"
"499";411240061;"1318305883038900226"
"500";411240061;"165203205"
"501";411240061;"47697485"
"502";411240061;"204937655"
"503";411240061;"1487692379805163520"
"504";411240061;"1484812590392000512"
"505";411240061;"157059478"
"506";411240061;"1462524784244363269"
"507";411240061;"22670928"
"508";411240061;"65871270"
"509";411240061;"1047919956636180480"
"510";411240061;"807504700207693824"
"511";411240061;"1262350877190430722"
"512";411240061;"43392874"
"513";411240061;"1560612874023993344"
"514";411240061;"1550097425536278528"
"515";411240061;"4537809447"
"516";411240061;"207704189"
"517";411240061;"1518605586929176579"
"518";411240061;"1560564341333667841"
"519";411240061;"1552805170261594113"
"520";411240061;"1526184936209891328"
"521";411240061;"1528392802601771010"
"522";411240061;"622960496"
"523";411240061;"1158999213524566016"
"524";411240061;"592671618"
"525";411240061;"1552674346971369473"
"526";411240061;"287834630"
"527";411240061;"1086851572376715264"
"528";411240061;"1547631861416878083"
"529";411240061;"51145267"
"530";411240061;"22869238"
"531";411240061;"1088841176076083201"
"532";411240061;"18978966"
"533";411240061;"752861989689450496"
"534";411240061;"998254694043701248"
"535";411240061;"1176901104732426246"
"536";411240061;"240743858"
"537";411240061;"1014069133"
"538";411240061;"1247395193680257026"
"539";411240061;"34227896"
"540";411240061;"1536896842188763136"
"541";411240061;"1272669644646682628"
"542";411240061;"1148258653905932288"
"543";411240061;"952233586148675584"
"544";411240061;"1169647160603922432"
"545";411240061;"1040044704015044611"
"546";411240061;"354797836"
"547";411240061;"1560206528594018305"
"548";411240061;"1447593789711917059"
"549";411240061;"339667475"
"550";411240061;"1355237644171673608"
"551";411240061;"431609783"
"552";411240061;"341199153"
"553";411240061;"213022644"
"554";411240061;"816034398479011840"
"555";411240061;"1537734954309890049"
"556";411240061;"465099475"
"557";411240061;"1427928617569296386"
"558";411240061;"557904863"
"559";411240061;"72823130"
"560";411240061;"1048186457712730112"
"561";411240061;"761509866250829824"
"562";411240061;"456418066"
"563";411240061;"347215138"
"564";411240061;"547465468"
"565";411240061;"187546794"
"566";411240061;"206231730"
"567";411240061;"3334266155"
"568";411240061;"1438196724015804428"
"569";411240061;"4832825020"
"570";411240061;"1244302700474400768"
"571";411240061;"1558784413340782596"
"572";411240061;"48775446"
"573";411240061;"2222074011"
"574";411240061;"218686347"
"575";411240061;"1482380887601954819"
"576";411240061;"1348690931445280769"
"577";411240061;"197510422"
"578";411240061;"1160251682435022848"
"579";411240061;"2785889400"
"580";411240061;"1379231890054479874"
"581";411240061;"91626973"
"582";411240061;"20168148"
"583";411240061;"1532768226282725376"
"584";411240061;"1430828768499748866"
"585";411240061;"1458343467378167808"
"586";411240061;"97220690"
"587";411240061;"4856535022"
"588";411240061;"289278947"
"589";411240061;"1433347723294646276"
"590";411240061;"1100018991693729795"
"591";411240061;"1519654286640168961"
"592";411240061;"1545325652873805827"
"593";411240061;"392304393"
"594";411240061;"1918386468"
"595";411240061;"232914180"
"596";411240061;"1469222099462074371"
"597";411240061;"3890598586"
"598";411240061;"19150701"
"599";411240061;"54699136"
"600";411240061;"26282442"
"601";411240061;"1480354195668717569"
"602";411240061;"523340424"
"603";411240061;"456853545"
"604";411240061;"943044531649499136"
"605";411240061;"1522613303721304065"
"606";411240061;"4785314105"
"607";411240061;"1025392780745555968"
"608";411240061;"1540392928069070848"
"609";411240061;"1383999706389352456"
"610";411240061;"52141323"
"611";411240061;"1303826896262590464"
"612";411240061;"1519830427850227712"
"613";411240061;"2726055447"
"614";411240061;"2776801089"
"615";411240061;"1239744523"
"616";411240061;"1488358702432530436"
"617";411240061;"5404732"
"618";411240061;"2279859100"
"619";411240061;"1365289264200695809"
"620";411240061;"1450740822245142532"
"621";411240061;"330888820"
"622";411240061;"2909659836"
"623";411240061;"387799912"
"624";411240061;"356955109"
"625";411240061;"1353107958322913281"
"626";411240061;"293725728"
"627";411240061;"1290278357305888768"
"628";411240061;"3387376979"
"629";411240061;"1386095152054243328"
"630";411240061;"1525927572047003649"
"631";411240061;"2780021933"
"632";411240061;"1388913937815678982"
"633";411240061;"735057004906090496"
"634";411240061;"464952028"
"635";411240061;"1299819595415642112"
"636";411240061;"39049666"
"637";411240061;"1534187284282716162"
"638";411240061;"192655843"
"639";411240061;"1516044940840689665"
"640";411240061;"1557403726754856961"
"641";411240061;"1528000411285737472"
"642";411240061;"1393478253462106112"
"643";411240061;"1538551777397727232"
"644";411240061;"538952888"
"645";411240061;"1559295774290223104"
"646";411240061;"1525073741637726209"
"647";411240061;"1452583536721018882"
"648";411240061;"222900558"
"649";411240061;"1204046809242513408"
"650";411240061;"414017344"
"651";411240061;"714933555164536838"
"652";411240061;"1449754457638531079"
"653";411240061;"117845061"
"654";411240061;"863624166"
"655";411240061;"1163087328228888576"
"656";411240061;"1464509067406233609"
"657";411240061;"523668900"
"658";411240061;"3320510525"
"659";411240061;"1144113001496289280"
"660";411240061;"706958343668146177"
"661";411240061;"1511720940215975937"
"662";411240061;"2420560255"
"663";411240061;"1066640141463314432"
"664";411240061;"926531148582408193"
"665";411240061;"1483743805254029313"
"666";411240061;"1457741877323735050"
"667";411240061;"1424453241899737097"
"668";411240061;"1527629909463539712"
"669";411240061;"1491361290190823431"
"670";411240061;"273904821"
"671";411240061;"1448553940937674755"
"672";411240061;"803668472953769985"
"673";411240061;"1012085050895200256"
"674";411240061;"320178721"
"675";411240061;"2431959136"
"676";411240061;"1559672398143787010"
"677";411240061;"890560270703235075"
"678";411240061;"1238386405530877953"
"679";411240061;"1425929613654564867"
"680";411240061;"715839292430540800"
"681";411240061;"1435258786827091972"
"682";411240061;"190358432"
"683";411240061;"1365085171360399361"
"684";411240061;"171060307"
"685";411240061;"777189919764672516"
"686";411240061;"331051146"
"687";411240061;"2462884807"
"688";411240061;"1245330142106390531"
"689";411240061;"1545435308463996928"
"690";411240061;"134529367"
"691";411240061;"1547569104038465536"
"692";411240061;"242077026"
"693";411240061;"4908357172"
"694";411240061;"758380547441881088"
"695";411240061;"791351623"
"696";411240061;"1133695802516414465"
"697";411240061;"3182180168"
"698";411240061;"1082650752680673282"
"699";411240061;"1554254074668670976"
"700";411240061;"1517511476336111617"
"701";411240061;"1453527426605232132"
"702";411240061;"739726139514617856"
"703";411240061;"1224888011671863297"
"704";411240061;"843401185"
"705";411240061;"149371201"
"706";411240061;"1063492911545937925"
"707";411240061;"70746514"
"708";411240061;"19008800"
"709";411240061;"104911197"
"710";411240061;"92258598"
"711";411240061;"478447968"
"712";411240061;"1559571591830405122"
"713";411240061;"1450239313"
"714";411240061;"2880412528"
"715";411240061;"256094972"
"716";411240061;"1390396308817694721"
"717";411240061;"909582781902131201"
"718";411240061;"46661779"
"719";411240061;"254373463"
"720";411240061;"2399874356"
"721";411240061;"1019756336752611329"
"722";411240061;"1172152568379842560"
"723";411240061;"1059229943429783552"
"724";411240061;"1472125412"
"725";411240061;"1093578652011380736"
"726";411240061;"1552401435664568320"
"727";411240061;"54557655"
"728";411240061;"1725490818"
"729";411240061;"1260706852737650688"
"730";411240061;"1530615074330755074"
"731";411240061;"1548238554580811777"
"732";411240061;"1613860848"
"733";411240061;"1558158424348696576"
"734";411240061;"1223206893201477638"
"735";411240061;"1550790756696477696"
"736";411240061;"1713548640"
"737";411240061;"31910902"
"738";411240061;"2420433501"
"739";411240061;"1386538832498094081"
"740";411240061;"1271812663761223682"
"741";411240061;"1526198392749277184"
"742";411240061;"15771502"
"743";411240061;"1448989165719154691"
"744";411240061;"1406368326855577613"
"745";411240061;"1557358242174570496"
"746";411240061;"885751146471538690"
"747";411240061;"1004472388069875717"
"748";411240061;"1158774799847444480"
"749";411240061;"1028963350485454848"
"750";411240061;"817762162953388033"
"751";411240061;"862439521438367744"
"752";411240061;"1354651546563309574"
"753";411240061;"1381940891514900480"
"754";411240061;"1531946168409800705"
"755";411240061;"18639152"
"756";411240061;"1540491150401880065"
"757";411240061;"1263295470"
"758";411240061;"1262711195750019073"
"759";411240061;"1446092876123758601"
"760";411240061;"936050987101405186"
"761";411240061;"1556634228762284032"
"762";411240061;"54920106"
"763";411240061;"1453858650230034433"
"764";411240061;"765425526030729216"
"765";411240061;"1403944496509902854"
"766";411240061;"1492811848735150080"
"767";411240061;"507333123"
"768";411240061;"42063036"
"769";411240061;"18416400"
"770";411240061;"970985778"
"771";411240061;"4818407285"
"772";411240061;"1556299987289513985"
"773";411240061;"836654786200109056"
"774";411240061;"1869693349"
"775";411240061;"1502662643399929860"
"776";411240061;"1490716230205915138"
"777";411240061;"1476138858613903363"
"778";411240061;"950773017050845184"
"779";411240061;"1514216635678216203"
"780";411240061;"1300993788702347264"
"781";411240061;"1224048079348883458"
"782";411240061;"1169111737431416832"
"783";411240061;"1522110689489592320"
"784";411240061;"1314255254213529600"
"785";411240061;"3284654550"
"786";411240061;"1441821574525452291"
"787";411240061;"1520458196032253952"
"788";411240061;"1322817280347009024"
"789";411240061;"1478383768322945024"
"790";411240061;"1447251948382588932"
"791";411240061;"1035914968888045569"
"792";411240061;"1387039520122556417"
"793";411240061;"1530572414815547393"
"794";411240061;"1215003732125073408"
"795";411240061;"210730844"
"796";411240061;"1552565870978682880"
"797";411240061;"1370254873191665665"
"798";411240061;"3237739040"
"799";411240061;"1380832411"
"800";411240061;"95376505"
"801";411240061;"884020530944389120"
"802";411240061;"1554589730448220167"
"803";411240061;"501955559"
"804";411240061;"232998466"
"805";411240061;"1214445868176289802"
"806";411240061;"981182073410064385"
"807";411240061;"486267105"
"808";411240061;"1467052989428891652"
"809";411240061;"529177341"
"810";411240061;"1522140061910847489"
"811";411240061;"1285989696238043137"
"812";411240061;"963690127783538688"
"813";411240061;"46653298"
"814";411240061;"2415816598"
"815";411240061;"1466831488427700235"
"816";411240061;"4440551074"
"817";411240061;"1066965938153566209"
"818";411240061;"1340455538144886785"
"819";411240061;"90570778"
"820";411240061;"1442650131233263617"
"821";411240061;"1520316094044512256"
"822";411240061;"1554539094986080256"
"823";411240061;"235392829"
"824";411240061;"1377789546830700552"
"825";411240061;"519334033"
"826";411240061;"1248646336041418752"
"827";411240061;"452999360"
"828";411240061;"1264442962995548160"
"829";411240061;"1310628807855017984"
"830";411240061;"1400288614618222592"
"831";411240061;"894955383235633152"
"832";411240061;"28115071"
"833";411240061;"1462088065250435073"
"834";411240061;"1337358695169142785"
"835";411240061;"1366468520133881856"
"836";411240061;"1500149070752591880"
"837";411240061;"999091698998231040"
"838";411240061;"2161676167"
"839";411240061;"1529326657169162240"
"840";411240061;"1170035072591945730"
"841";411240061;"1021403620959563776"
"842";411240061;"945646365861916672"
"843";411240061;"3363858916"
"844";411240061;"1306884406557265920"
"845";411240061;"284430851"
"846";411240061;"1374229357284134912"
"847";411240061;"3870861861"
"848";411240061;"1084865374586372096"
"849";411240061;"854172416402227201"
"850";411240061;"311054289"
"851";411240061;"868486565953196032"
"852";411240061;"1178628082237755392"
"853";411240061;"958391410159308800"
"854";411240061;"1343640818"
"855";411240061;"1219828240388222976"
"856";411240061;"1444960146967470081"
"857";411240061;"1520746824340054018"
"858";411240061;"1362804444589477888"
"859";411240061;"1427585819867484162"
"860";411240061;"1433717903086391296"
"861";411240061;"312538322"
"862";411240061;"1380718962925768712"
"863";411240061;"1399593804"
"864";411240061;"1375861448191148039"
"865";411240061;"1096734113493671936"
"866";411240061;"1343840716045361152"
"867";411240061;"1275451013311246343"
"868";411240061;"1124052513643167749"
"869";411240061;"1243929845421297665"
"870";411240061;"161031723"
"871";411240061;"3006182061"
"872";411240061;"1443801594752032769"
"873";411240061;"1516315464078606336"
"874";411240061;"1526600380913696770"
"875";411240061;"212519901"
"876";411240061;"1427780344762273807"
"877";411240061;"207688017"
"878";411240061;"1455781552999178240"
"879";411240061;"1554093607203864579"
"880";411240061;"1368551539996909570"
"881";411240061;"990039208801660928"
"882";411240061;"1184091016942542848"
"883";411240061;"1010858168799449088"
"884";411240061;"773588556849745920"
"885";411240061;"1470027272002617347"
"886";411240061;"25840609"
"887";411240061;"1445921862932905987"
"888";411240061;"1553588384274083841"
"889";411240061;"431960925"
"890";411240061;"1500128288118910976"
"891";411240061;"1369294619800899596"
"892";411240061;"1474929985123393541"
"893";411240061;"858306686"
"894";411240061;"1522725072712175618"
"895";411240061;"350584736"
"896";411240061;"1528887506"
"897";411240061;"1553532313207599104"
"898";411240061;"1211660118611263489"
"899";411240061;"1264233092140511232"
"900";411240061;"1428986861301682179"
"901";411240061;"1479167035703705608"
"902";411240061;"1545900334496743424"
"903";411240061;"3215248060"
"904";411240061;"1552363095800045568"
"905";411240061;"194253676"
"906";411240061;"1317164053903671296"
"907";411240061;"1883281406"
"908";411240061;"535505726"
"909";411240061;"1357979697016094721"
"910";411240061;"1548664655907782658"
"911";411240061;"1643089604"
"912";411240061;"1547932452227690496"
"913";411240061;"1397737284087128066"
"914";411240061;"1503520459698044929"
"915";411240061;"1244466911020068865"
"916";411240061;"953332685790998529"
"917";411240061;"99361388"
"918";411240061;"1347412341130891265"
"919";411240061;"998743796463517696"
"920";411240061;"2862971442"
"921";411240061;"120229760"
"922";411240061;"1505177441580777482"
"923";411240061;"1427822909360275457"
